,,Model,Family,Line,Platform,"Product ID Tray","Product ID Boxed","Product ID MPK","Launch Date","# of CPU Cores","# of Threads","Graphics Core Count","Base Clock","Max. Boost Clock ¹ ²","All Core Boost Speed","Total L1 Cache","Total L2 Cache","Total L3 Cache","Unlocked for Overclocking","Processor Technology for CPU Cores","CPU Socket","Socket Count","PCI Express® Version","Thermal Solution PIB","Thermal Solution MPK","Default TDP","AMD Configurable TDP (cTDP)","Max. Operating Temperature (Tjmax)","*OS Support","System Memory Specification","System Memory Type","Memory Channels","Per Socket Mem BW","Graphics Frequency","GPU Base","Graphics Model","Supported Technologies","Workload Affinity"
,on,"A8-7670K with Radeon™ R7 Graphics and Near Silent Thermal Solution","AMD A-Series Processors","AMD A8-Series APU for Desktops","Boxed Processor",n/a,AD767KXBJCSBX,,,4,4,6,3.6GHz,"Up to 3.9GHz",,256KB,4MB,,Yes,28nm,FM2+,,,"Near Silent 95W",,95W,,72.40°C,,"Up to 2133MHz",DDR3,2,,"757 MHz",,"AMD Radeon™ R7 Graphics","Virtualization, AES, Catalyst Software, AMD Radeon™ Dual Graphics, AMD FreeSync™ Technology, AMD Frame Rate Target Control, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, AMD PowerTune Technology, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), AMD App Acceleration, AMD HD3D Technology, AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",
,on,"AMD EPYC™ 72F3","AMD EPYC™","AMD EPYC™ 7003 Series",Server,100-000000327,100-100000327WOF,,3/15/2021,8,16,,3.7GHz,"Up to 4.1GHz",,,,256MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,180W,165-200W,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Guard, AMD Infinity Architecture","Departmental CAE/CFD/FEA, EDA, FSI risk analysis, Licensed per core data mgmt (RDBMS)"
,on,"AMD EPYC™ 7F72","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000141,100-000000141WOF,,,24,48,,3.2GHz,"Up to 3.7GHz",,,,192MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,240W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Guard, AMD Infinity Architecture","EDA, HCI, High performance VM Density, Per core CAE/CFD/FEA, VDI"
,on,"AMD EPYC™ 7F52","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000140,100-000000140WOF,,,16,32,,3.5GHz,"Up to 3.9GHz",,,,256MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,240W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Guard, AMD Infinity Architecture","EDA, High-speed data mgmt (NR/RDBMS), Per core CAE/CFD/FEA"
,on,"A8-7650K with Radeon™ R7 Series","AMD A-Series Processors","AMD A8-Series APU for Desktops","Boxed Processor",AD765KXBI44JA,AD765KXBJABOX,,,4,4,6,3.3GHz,"Up to 3.8GHz",,256KB,4MB,,Yes,28nm,FM2+,,,,,95W,,72.40°C,,"Up to 2133MHz",DDR3,2,,"720 MHz",,"AMD Radeon™ R7 Graphics","Virtualization, AES, Catalyst Software, AMD Radeon™ Dual Graphics, AMD FreeSync™ Technology, AMD Frame Rate Target Control, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",
,on,"AMD EPYC™ 7F32","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000139,100-000000139WOF,,,8,16,,3.7GHz,"Up to 3.9GHz",,,,128MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,180W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Guard, AMD Infinity Architecture","Departmental CAE/CFD/FEA, EDA, FSI risk analysis, Licensed per core data mgmt (RDBMS)"
,on,"AMD EPYC™ 7H12","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000055,100-100000055WOF,,,64,128,,2.6GHz,"Up to 3.3GHz",,,,256MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,280W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Architecture","Specialized CAE/CFD/FEA"
,on,"AMD EPYC™ 7742","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000053,100-100000053WOF,,,64,128,,2.25GHz,"Up to 3.4GHz",,,,256MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,225W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Architecture","Analytics, CAE/CFD/FEA, ERM/SCM/CRM apps, High capacity data mgmt (NR/RDBMS), Cache-sensitive scale-up/out, VM Density"
,on,"A8-7650K with Radeon™ R7 Graphics and Near Silent Thermal Solution","AMD A-Series Processors","AMD A8-Series APU for Desktops","Boxed Processor",n/a,AD765KXBJASBX,,,4,4,6,3.3GHz,"Up to 3.8GHz",,256KB,4MB,,Yes,28nm,FM2+,,,"Near Silent 95W",,95W,,72.40°C,,"Up to 2133MHz",DDR3,2,,"720 MHz",,"AMD Radeon™ R7 Graphics","Virtualization, AES, Catalyst Software, AMD Radeon™ Dual Graphics, AMD FreeSync™ Technology, AMD Frame Rate Target Control, Switchable Graphics, The Vulkan® API, AMD Enduro™ Technology, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), AMD App Acceleration, AMD HD3D Technology, AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",
,on,"A8-7600 with Radeon™ R7 Series","AMD A-Series Processors","AMD A8-Series APU for Desktops","Boxed Processor",AD7600YBI44JA,AD7600YBJABOX,,,4,4,6,3.1GHz,"Up to 3.8GHz",,256KB,4MB,,No,28nm,FM2+,,,,,65W,45W/65WW,71.30°C,,"Up to 2133MHz",DDR3,2,,"720 MHz",,"AMD Radeon™ R7 Graphics","Virtualization, AES, Catalyst Software, AMD Radeon™ Dual Graphics, AMD FreeSync™ Technology, AMD Frame Rate Target Control, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",
,on,"AMD EPYC™ 7702","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000038,100-100000038WOF,,,64,128,,2.0GHz,"Up to 3.35GHz",,,,256MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,200W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Architecture","Analytics, CAE/CFD/FEA, ERM/SCM/CRM apps, High capacity data mgmt (NR/RDBMS), Cache-sensitive scale-up/out, VM Density"
,on,"A8-6600K with Radeon™ HD 8570D","AMD A-Series Processors","AMD A8-Series APU for Desktops","Boxed Processor",AD660KWOA44HL,AD660KWOHLBOX,,,4,4,,3.9GHz,"Up to 4.2GHz",,192KB,4MB,,Yes,"32nm SOI",FM2,,,,,65W,,74°C,,"Up to 1866MHz",DDR3,2,,"844 MHz",,"AMD Radeon™ HD 8570D","Virtualization, AES, Catalyst Software, Switchable Graphics, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 11, FMA4, AVX",
,on,"AMD EPYC™ 7702P","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000047,100-100000047WOF,,,64,128,,2.0GHz,"Up to 3.35GHz",,,,256MB,,,SP3,1P,"PCIe 4.0 x128",,,200W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Architecture","ERM/SCM/CRM apps, Security, Value data mgmt (NR/RDBMS), VM Density"
,on,"AMD EPYC™ 7662","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000137,100-000000137WOF,,,64,128,,2.0GHz,"Up to 3.3GHz",,,,256MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,225W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Architecture","Analytics, App dev/test, CAE/CFD/FEA, ERM/SCM/CRM apps, High capacity data mgmt (NR/RDBMS), VDI, VM Density"
,on,"A8-6500 with Radeon™ HD 8570D","AMD A-Series Processors","AMD A8-Series APU for Desktops","Boxed Processor",AD6500OKA44HL,AD6500OKHLBOX,,,4,4,,3.5GHz,"Up to 4.1GHz",,192KB,4MB,,No,"32nm SOI",FM2,,,,,65W,,71.30°C,,"Up to 1866MHz",DDR3,2,,"800 MHz",,"AMD Radeon™ HD 8570D","Virtualization, AES, Catalyst Software, Switchable Graphics, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 11, FMA4, AVX",
,on,"AMD EPYC™ 7642","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000074,100-100000074WOF,,,48,96,,2.3GHz,"Up to 3.3GHz",,,,256MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,225W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Architecture","Analytics, App dev/test, CAE/CFD/FEA, ERM/SCM/CRM apps, High capacity data mgmt (NR/RDBMS), VDI, VM Density"
,on,"A8-6500T with Radeon™ HD 8550D","AMD A-Series Processors","AMD A8-Series APU for Desktops","Boxed Processor",AD650TYHA44HL,AD650TYHHLBOX,,,4,4,,2.1GHz,"Up to 3.1GHz",,192KB,4MB,,No,"32nm SOI",FM2,,,,,45W,,71.30°C,,"Up to 1866MHz",DDR3,2,,"720 MHz",,"AMD Radeon™ HD 8550D","Virtualization, AES, Catalyst Software, Switchable Graphics, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 11, FMA4, AVX",
,on,"AMD EPYC™ 7552","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000076,100-100000076WOF,,,48,96,,2.2GHz,"Up to 3.3GHz",,,,192MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,200W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Architecture","Analytics, App dev/test, CAE/CFD/FEA, ERM/SCM/CRM apps, High capacity data mgmt (NR/RDBMS), VDI, VM Density"
,on,"AMD EPYC™ 7542","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000075,100-100000075WOF,,,32,64,,2.9GHz,"Up to 3.4GHz",,,,128MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,225W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Architecture","Analytics, CAE/CFD/FEA, ERM/SCM/CRM apps, Media streaming, Medium capacity data mgmt (NR/RDBMS), VDI, VM Density"
,on,"AMD EPYC™ 7532","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000136,100-000000136WOF,,,32,64,,2.4GHz,"Up to 3.3GHz",,,,256MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,200W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Architecture","Analytics, CAE/CFD/FEA, ERM/SCM/CRM apps, Media streaming, Medium capacity data mgmt (NR/RDBMS), VDI, VM Density"
,on,"AMD EPYC™ 7502","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000054,100-100000054WOF,,,32,64,,2.5GHz,"Up to 3.35GHz",,,,128MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,180W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Architecture","Analytics, CAE/CFD/FEA, ERM/SCM/CRM apps, Media streaming, Medium capacity data mgmt (NR/RDBMS), VDI, VM Density"
,on,"AMD EPYC™ 7502P","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000045,100-100000045WOF,,,32,64,,2.5GHz,"Up to 3.35GHz",,,,128MB,,,SP3,1P,"PCIe 4.0 x128",,,180W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Architecture","ERM/SCM/CRM apps, Value data mgmt (NR/RDBMS), VDI, VM Density"
,on,"AMD EPYC™ 7452","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000057,100-100000057WOF,,,32,64,,2.35GHz,"Up to 3.35GHz",,,,128MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,155W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Architecture","App dev/test, Content mgmt, General Purpose"
,on,"AMD EPYC™ 7402","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000046,100-100000046WOF,,,24,48,,2.8GHz,"Up to 3.35GHz",,,,128MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,180W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Architecture","General Purpose, GPU/FPGA Accelerated, Per core CAE/CFD/FEA, SW-defined storage"
,on,"AMD EPYC™ 7402P","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000048,100-100000048WOF,,,24,48,,2.8GHz,"Up to 3.35GHz",,,,128MB,,,SP3,1P,"PCIe 4.0 x128",,,180W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Architecture","General Purpose, SW-defined storage, Value"
,on,"A6-7470K with Radeon™ R5 Series","AMD A-Series Processors","AMD A6-Series APU for Desktops","Boxed Processor",AD747KYBI23JC,AD747KYBJCBOX,,,2,,4,3.7GHz,"Up to 4.0GHz",,256KB,1MB,,Yes,28nm,FM2+,,,,,65W,45W/65WW,71.30°C,,"Up to 2133MHz",DDR3,2,,"800 MHz",,"AMD Radeon™ R5 Graphics","Virtualization, AES, Catalyst Software, AMD FreeSync™ Technology, AMD Frame Rate Target Control, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, AMD PowerTune Technology, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), AMD App Acceleration, AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",
,on,"AMD EPYC™ 7352","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000077,100-100000077WOF,,,24,48,,2.3GHz,"Up to 3.2GHz",,,,128MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,155W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Architecture","ERM/SCM/CRM apps, Networking/NFV, Web Serving"
,on,"AMD EPYC™ 7302","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000043,100-100000043WOF,,,16,32,,3.0GHz,"Up to 3.3GHz",,,,128MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,155W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Architecture","EDA, Media streaming, Per core CAE/CFD/FEA"
,on,"A6-7400K with Radeon™ R5 Series","AMD A-Series Processors","AMD A6-Series APU for Desktops","Boxed Processor",AD740KYBI23JA,AD740KYBJABOX,,,2,2,4,3.5GHz,"Up to 3.9GHz",,128KB,1MB,,Yes,28nm,FM2+,,,,,65W,45W/65WW,70°C,,"Up to 1866MHz",DDR3,2,,"758 MHz",,"AMD Radeon™ R5 Graphics","Virtualization, AES, Catalyst Software, AMD FreeSync™ Technology, AMD Frame Rate Target Control, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Out of Band Manageability, Per Core Power Gating (CC6), AMD PowerNow!™, System Image Stability, AMD TrueAudio Technology, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, Heterogeneous System Architecture (HSA), AMD Mantle API, DirectX® 12 Technology, FMA4, AVX",
,on,"AMD EPYC™ 7302P","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000049,100-100000049WOF,,,16,32,,3.0GHz,"Up to 3.3GHz",,,,128MB,,,SP3,1P,"PCIe 4.0 x128",,,155W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Architecture","EDA, Media streaming, Value per core CAE/CFD/FEA"
,on,"A6-6420K with Radeon™ HD 8470D","AMD A-Series Processors","AMD A6-Series APU for Desktops","Boxed Processor",AD642KOKA23HL,AD642KOKHLBOX,,,2,2,,4.0GHz,"Up to 4.2GHz",,96KB,1MB,,Yes,"32nm SOI",FM2,,,,,65W,,70°C,,"Up to 1866MHz",DDR3,2,,"800 MHz",,"AMD Radeon™ HD 8470D","Virtualization, AES, Catalyst Software, Switchable Graphics, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 11, FMA4, AVX",
,on,"AMD EPYC™ 7282","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000078,100-100000078WOF,,,16,32,,2.8GHz,"Up to 3.2GHz",,,,64MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,120W,,,,"Up to 3200MHz",DDR4,8,"85.30 GB/s",,,,"AMD Infinity Architecture","Cost-optimized, General Purpose, SW-defined storage"
,on,"A6-6310 with Radeon™ R4 Graphics","AMD A-Series Processors","AMD A6-Series APU for Desktops",Desktop,AM6310ITJ44JBD,-,,,4,4,,1.8GHz,"Up to 2.4GHz",,128KB,2MB,,No,28nm,FT3b,,,,,15/25W,,90°C,,"Up to 1866MHz",DDR3,1,,"800 MHz",,"AMD Radeon™ R4 Series","Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 12 Technology, FMA4, AVX",
,on,"AMD EPYC™ 7272","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000079,100-100000079WOF,,,12,24,,2.9GHz,"Up to 3.2GHz",,,,64MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,120W,,,,"Up to 3200MHz",DDR4,8,"85.30 GB/s",,,,"AMD Infinity Architecture","Content mgmt, Cost-optimized, General Purpose"
,on,"A6-6400K with Radeon™ HD 8470D","AMD A-Series Processors","AMD A6-Series APU for Desktops","Boxed Processor",AD640KOKA23HL,AD640KOKHLBOX,,,2,2,,3.9GHz,"Up to 4.1GHz",,96KB,1MB,,Yes,"32nm SOI",FM2,,,,,65W,,70°C,,"Up to 1866MHz",DDR3,2,,"800 MHz",,"AMD Radeon™ HD 8470D","Virtualization, AES, Catalyst Software, Switchable Graphics, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 11, FMA4, AVX",
,on,"AMD EPYC™ 7262","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000041,100-100000041WOF,,,8,16,,3.2GHz,"Up to 3.4GHz",,,,128MB,,,SP3,1P/2P,x128,,,155W,,,,"Up to 3200MHz",DDR4,8,"204.80 GB/s",,,,"AMD Infinity Architecture","Collaborative, Cost-optimized, Departmental CAE/CFD/FEA, EDA, Licensed per core data mgmt (RDBMS)"
,on,"A6-5200 with Radeon™ HD 8400","AMD A-Series Processors","AMD A6-Series APU for Desktops",Desktop,AM5200IAJ44HMD,-,,,4,4,,2.0GHz,,,256KB,2MB,,No,28nm,FT3,,,,,25W,,90°C,,"Up to 1600MHz",DDR3,1,,"600 MHz",,"AMD Radeon™ HD 8400","Virtualization, AES, Catalyst Software, Switchable Graphics, The Vulkan® API, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 11, FMA4, AVX",
,on,"AMD EPYC™ 7252","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000080,100-100000080WOF,,,8,16,,3.1GHz,"Up to 3.2GHz",,,,64MB,,,SP3,1P/2P,"PCIe 4.0 x128",,,120W,,,,"Up to 3200MHz",DDR4,8,"85.30 GB/s",,,,"AMD Infinity Architecture","Collaborative, Cost-optimized, Departmental CAE/CFD/FEA, EDA, Licensed per core data mgmt (RDBMS)"
,on,"AMD EPYC™ 7232P","AMD EPYC™","AMD EPYC™ 7002 Series",Server,100-000000081,100-100000081WOF,,,8,16,,3.1GHz,"Up to 3.2GHz",,,,32MB,,,SP3,1P,"PCIe 4.0 x128",,,120W,,,,"Up to 3200MHz",DDR4,8,"85.30 GB/s",,,,"AMD Infinity Architecture","Cost-optimized, Per core license, Value"
,on,"AMD EPYC™ 7601","AMD EPYC™","AMD EPYC™ 7001 Series",Server,PS7601BDVIHAF,PS7601BDAFWOF,,,32,64,,2.2GHz,"Up to 3.2GHz",2.7GHz,,,64MB,,,SP3,1P/2P,"PCIe 3.0 x128",,,180W,,,,"Up to 2666MHz",DDR4,8,"170.60 GB/s",,,,,"Analytics, CAE/CFD/FEA, ERM/SCM/CRM apps, High capacity data mgmt (NR/RDBMS), Cache-sensitive scale-up/out"
,on,"AMD EPYC™ 7551P","AMD EPYC™","AMD EPYC™ 7001 Series",Server,PS755PBDVIHAF,PS755PBDAFWOF,,,32,64,,2.0GHz,"Up to 3.0GHz",2.55GHz,,,64MB,,,SP3,1P,"PCIe 3.0 x128",,,180W,,,,"Up to 2666MHz",DDR4,8,"170.60 GB/s",,,,,"Analytics, App dev/test, CAE/CFD/FEA, ERM/SCM/CRM apps, High capacity data mgmt (NR/RDBMS), Cache-sensitive scale-up/out, VDI, VM Density"
,on,"AMD EPYC™ 7551","AMD EPYC™","AMD EPYC™ 7001 Series",Server,PS7551BDVIHAF,PS7551BDAFWOF,,,32,64,,2.0GHz,"Up to 3.0GHz",2.55GHz,,,64MB,,,SP3,1P/2P,"PCIe 3.0 x128",,,180W,,,,"Up to 2666MHz",DDR4,8,"170.60 GB/s",,,,,"Analytics, App dev/test, CAE/CFD/FEA, ERM/SCM/CRM apps, High capacity data mgmt (NR/RDBMS), Cache-sensitive scale-up/out, VDI, VM Density"
,on,"AMD EPYC™ 7501","AMD EPYC™","AMD EPYC™ 7001 Series",Server,PS7501BEVIHAF,PS7501BEAFWOF,,,32,64,,2.0GHz,"Up to 3.0GHz",2.6GHz,,,64MB,,,SP3,1P/2P,"PCIe 3.0 x128",,,155/170W,,,,2400MHz/2666MHz,DDR4,8,"153.60 GB/s/170.60 GB/s",,,,,"Analytics, CAE/CFD/FEA, ERM/SCM/CRM apps, Media streaming, Medium capacity data mgmt (NR/RDBMS), VDI, VM Density"
,on,"AMD EPYC™ 7451","AMD EPYC™","AMD EPYC™ 7001 Series",Server,PS7451BDVHCAF,PS7451BDAFWOF,,,24,48,,2.3GHz,"Up to 3.2GHz",2.9GHz,,,64MB,,,SP3,1P/2P,"PCIe 3.0 x128",,,180W,,,,"Up to 2666MHz",DDR4,8,"170.60 GB/s",,,,,"App dev/test, Content mgmt, General Purpose"
,on,"A4-7300 with Radeon™ HD 8470D","AMD A-Series Processors","AMD A4-Series APU for Desktops",Desktop,AD7300OKA23HL,n/a,,,2,2,,3.8GHz,"Up to 4.0GHz",,96KB,1MB,,No,"32nm SOI",FM2,,,,,65W,,70°C,,"Up to 1600MHz",DDR3,2,,"800 MHz",,"AMD Radeon™ HD 8470D","Virtualization, AES, Catalyst Software, Switchable Graphics, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 11, FMA4, AVX",
,on,"AMD EPYC™ 7401P","AMD EPYC™","AMD EPYC™ 7001 Series",Server,PS740PBEVHCAF,PS740PBEAFWOF,,,24,48,,2.0GHz,"Up to 3.0GHz",2.8GHz,,,64MB,,,SP3,1P,"PCIe 3.0 x128",,,155/170W,,,,2400MHz/2666MHz,DDR4,8,"153.60 GB/s/170.60 GB/s",,,,,"ERM/SCM/CRM apps, Value data mgmt (NR/RDBMS), VDI, VM Density"
,on,"A4-6320 with Radeon™ HD 8370D","AMD A-Series Processors","AMD A4-Series APU for Desktops","Boxed Processor",AD6320OKA23HL,AD6320OKHLBOX,,,2,2,,3.8GHz,"Up to 4.0GHz",,96KB,1MB,,No,"32nm SOI",FM2,,,,,65W,,70°C,,"Up to 1600MHz",DDR3,2,,"760 MHz",,"AMD Radeon™ HD 8370D","Virtualization, AES, Catalyst Software, Switchable Graphics, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 11, FMA4, AVX",
,on,"AMD EPYC™ 7401","AMD EPYC™","AMD EPYC™ 7001 Series",Server,PS7401BEVHCAF,PS7401BEAFWOF,,,24,48,,2.0GHz,"Up to 3.0GHz",2.8GHz,,,64MB,,,SP3,1P/2P,"PCIe 3.0 x128",,,155/170W,,,,2400MHz/2666MHz,DDR4,8,"153.60 GB/s/170.60 GB/s",,,,,"General Purpose, GPU/FPGA Accelerated, SW-defined storage"
,on,"A4-6300 with Radeon™ HD 8370D","AMD A-Series Processors","AMD A4-Series APU for Desktops","Boxed Processor",AD6300OKA23HL,AD6300OKHLBOX,,,2,2,,3.7GHz,"Up to 3.9GHz",,96KB,1MB,,No,"32nm SOI",FM2,,,,,65W,,70°C,,"Up to 1600MHz",DDR3,2,,"760 MHz",,"AMD Radeon™ HD 8370D","Virtualization, AES, Catalyst Software, Switchable Graphics, AMD Elite Experiences, AMD Enduro™ Technology, IOMMU v2.0, Per Core Power Gating (CC6), AMD PowerNow!™, Unified Video Decoder (UVD), Video Code Engine (VCE), Enhanced Virus Protection, AMD App Acceleration, AMD HD3D Technology, DirectX® 11, FMA4, AVX",
,on,"AMD EPYC™ 7371","AMD EPYC™","AMD EPYC™ 7001 Series",Server,,,,,16,32,,3.1GHz,"Up to 3.8GHz",3.6GHz,,,64MB,,,SP3,1P/2P,"PCIe 3.0 x128",,,200W,,,,"Up to 2666MHz",DDR4,8,"170.60 GB/s",,,,,"EDA, ERM/SCM/CRM apps, Media streaming, Networking/NFV, Per core CAE/CFD/FEA, Web Serving"
